,gen_mae,gen_mae_val,gen_loss,gen_loss_val,disc_loss,disc_loss_val
0,0.07026708754376958,0.0,7.818442946924701,0.0,1.313102131416932,0.0
1,0.03671960631433005,0.0,4.416777523133503,0.0,1.3514275665506694,0.0
2,0.033099159371953464,0.0,4.045641293222148,0.0,1.3572535198357774,0.0
3,0.031042728608265003,0.0,3.836576380734679,0.0,1.35781540583797,0.0
4,0.02970356887500263,0.0,3.700066875227267,0.0,1.359966502234668,0.0
5,0.028790959143693857,0.0,3.6042392518229316,0.0,1.365233709988122,0.0
6,0.028037275993905313,0.0,3.523114876340177,0.0,1.370949805762727,0.0
7,0.02738358820265732,0.0,3.453419069428259,0.0,1.3736937440913555,0.0
8,0.02681282679079639,0.0,3.3960074553251185,0.0,1.3741221493797395,0.0
9,0.026289969268338,0.0,3.3420143929675312,0.0,1.3748422441635986,0.0
10,0.02587137135913861,0.0,3.2984506527666198,0.0,1.376352983073114,0.0
11,0.025427850045722424,0.0,3.2533503210848966,0.0,1.3772750719730233,0.0
12,0.02503281070330565,0.0,3.2126093676724854,0.0,1.3779697674227245,0.0
13,0.02466798914630968,0.0,3.1758138605997086,0.0,1.377604951138011,0.0
14,0.02430814845522005,0.0,3.140012662575019,0.0,1.3774858076866794,0.0
15,0.02398299193612374,0.0,3.1065245870528164,0.0,1.377452378132911,0.0
16,0.023654825815063812,0.0,3.0742904982728616,0.0,1.3772670364996986,0.0
17,0.023382463258563763,0.0,3.046648516818417,0.0,1.3777608437820013,0.0
18,0.023115120386107375,0.0,3.019411367817999,0.0,1.377271859326451,0.0
19,0.022860987057851386,0.0,2.994506028324793,0.0,1.377002879638445,0.0
20,0.022624406304266452,0.0,2.9704204362436957,0.0,1.3771634475465169,0.0
21,0.02241408497345285,0.0,2.9494433992598683,0.0,1.3764447263588893,0.0
22,0.022221253734654004,0.0,2.9303321215855402,0.0,1.3763839806573046,0.0
23,0.022039210150521946,0.0,2.912061177921195,0.0,1.3765584500197057,0.0
24,0.021859363269356634,0.0,2.8937952698173537,0.0,1.3761065423634553,0.0
25,0.021709721452377713,0.0,2.8785068767810458,0.0,1.3763638646004708,0.0
26,0.021568650377170945,0.0,2.8647680591978197,0.0,1.3753845185906624,0.0
27,0.02145626256551858,0.0,2.8534911376857055,0.0,1.3749031806250642,0.0
28,0.021344299898549638,0.0,2.8426975892865185,0.0,1.3747128733557894,0.0
29,0.021257980265395653,0.0,2.8348473124505755,0.0,1.3734858071482987,0.0
30,0.021172813151908654,0.0,2.826793276500602,0.0,1.3733088093731278,0.0
31,0.021111839386397057,0.0,2.820651683201945,0.0,1.3731661620528683,0.0
32,0.02105484488161216,0.0,2.8160018738269303,0.0,1.3716258250903983,0.0
33,0.02099314495014244,0.0,2.8088651745416935,0.0,1.374025516636766,0.0
34,0.02093791074437767,0.0,2.8042773240177143,0.0,1.3724411615920091,0.0
35,0.02087829328243415,0.0,2.79821197583818,0.0,1.372663105814221,0.0
36,0.020835502434426795,0.0,2.7942559565643865,0.0,1.3725599827738064,0.0
37,0.02078538312211544,0.0,2.788353823539718,0.0,1.373629262331442,0.0
38,0.0207291009385385,0.0,2.7830234361553825,0.0,1.3733066382546573,0.0
39,0.020689032573791056,0.0,2.7786990120178254,0.0,1.3734189581729266,0.0
40,0.02065093992616761,0.0,2.774958520095721,0.0,1.373875310972213,0.0
41,0.02058747096131183,0.0,2.7688439010781565,0.0,1.3735054750132285,0.0
42,0.020542435935363253,0.0,2.7643979257451523,0.0,1.373456657829298,0.0
43,0.020488637294125134,0.0,2.75833602483642,0.0,1.3737573250893655,0.0
44,0.02043666976646381,0.0,2.753119486076259,0.0,1.3738056394177411,0.0
45,0.020411790801383535,0.0,2.750598436929663,0.0,1.3739237622307414,0.0
46,0.020348024021947495,0.0,2.744575215036446,0.0,1.3737619717915852,0.0
47,0.020316093828791022,0.0,2.7410092466817364,0.0,1.3737899855993643,0.0
48,0.020267855523733325,0.0,2.736119266405269,0.0,1.3738054342309927,0.0
49,0.020219603640715657,0.0,2.73114743579639,0.0,1.3739872008364031,0.0
